,High,Low,Open,Close,Volume,Adj Close,Company Name
4400,690.0250244140625,670.0,686.5,680.6500244140625,968514.0,649.0149536132812,M&M
4401,706.0750122070312,673.5999755859375,681.0499877929688,696.4749755859375,5939800.0,664.104248046875,M&M
4402,715.875,704.0,704.0,705.5999755859375,6476230.0,672.8052978515625,M&M
4403,719.0999755859375,707.5250244140625,709.5,714.7999877929688,3592110.0,681.5776977539062,M&M
4404,714.5,703.5,714.5,707.625,1994072.0,674.7362060546875,M&M
4405,713.0,704.0,707.5250244140625,706.9749755859375,1744892.0,674.1163330078125,M&M
4406,712.5,706.0,712.5,708.375,2896880.0,675.4512939453125,M&M
4407,710.0250244140625,700.0499877929688,709.875,704.0,2529602.0,671.2796020507812,M&M
4408,711.0,704.0999755859375,710.0,708.0,1707526.0,675.0936889648438,M&M
4409,720.9000244140625,709.7999877929688,712.0,714.75,2879234.0,681.5299682617188,M&M
